match_id,match_start_date,match_date,match_day,city,venue,bowler,age_years,spell_no,deliveries_match,overs_match,inferred_fielding_time_minutes,avg_temp_c,avg_humidity_pct,precip_mm,esi_norm,days_since_prev,deliveries_7d,deliveries_28d,acwr_7d_over_28d,acwr_std,srpe_sim_au,fatigue_ewma,ck_delta_24h_upl,cmj_drop_pct,hrv_sim_ms,fatigue_score_0_100,injury_risk_score,injury_risk_label,fatigue_score_0_100_v3,injury_risk_prob_v3,injury_risk_label_v3
20031228_PSaravanamuttuStad_Colombo_WPUJCVaas,2003-12-28,2004-01-01,5,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,1,45,7,0,30.016211558763988,81.94270353856363,0.0,0.5564,1.0,365.0,365.0,1.0,4.0,179.4,371.8241592407227,69.3,0.107,62.4,50.0,8.26,High,47.14880618928711,0.961157766210689,High
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-12,1,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,41,6,209,28.643626452789444,72.47074383548227,2.2081237685079165,0.4119,11.0,58.0,423.0,0.1371,0.5485,453.4,327.6867546796799,72.4,0.1329,61.4,51.3,1.41,Low,13.380409043858307,0.06928560189006094,Low
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-12,1,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,2,8,1,302,28.22217858302004,79.32102935635824,5.689096024310073,0.4457,0.0,8.0,373.0,0.0214,0.0858,306.3,355.443119430542,41.5,0.0832,79.1,36.7,1.95,Low,21.32553077266716,0.16548887179661467,Low
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-12,1,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,3,9,1,0,27.138184508015243,74.7508321190714,0.0,0.3549,0.0,17.0,382.0,0.0445,0.178,76.8,285.7823395729065,43.1,0.0524,73.1,27.0,1.85,Low,14.534870658455091,0.11378425490151428,Low
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-13,2,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,26,4,291,27.98914472135849,83.34505869477363,1.4347848730763415,0.4662,1.0,84.0,449.0,0.1871,0.7483,447.6,357.6650660097599,70.8,0.1138,62.5,50.3,1.97,Low,25.150583568120375,0.28987610848763967,Low
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-13,2,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,2,37,6,0,25.811491013464185,80.73953957403575,1.6256182777378152,0.3365,0.0,121.0,486.0,0.249,0.9959,134.2,301.79879950732,58.8,0.0959,71.4,39.6,1.84,Low,26.102911457135086,0.30593987612442297,Medium
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-13,2,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,3,26,4,291,27.98914472135849,83.34505869477363,1.4347848730763415,0.4662,0.0,147.0,512.0,0.2871,1.1484,447.6,338.24909963049004,69.8,0.1049,58.0,47.1,1.47,Low,28.659960766125355,0.3486026191748062,Medium
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-14,3,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,49,8,262,28.086984188355,79.33871422319322,0.2846292241205812,0.4391,1.0,196.0,561.0,0.3494,1.3975,633.9,412.1618247228676,98.5,0.1237,59.9,64.5,2.74,Medium,27.111621941311427,0.321457036184806,Medium
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-14,3,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,2,12,2,341,26.844861832895383,80.6370097421059,0.0,0.3873,0.0,208.0,573.0,0.363,1.452,378.4,403.7213685421507,41.0,0.061,73.0,37.1,2.69,Medium,34.150226068112076,0.5491536666277222,Medium
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-15,4,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,17,2,68,29.50263130570213,78.27185448951292,0.0,0.5013,1.0,225.0,590.0,0.3814,1.5254,112.3,330.866026406613,51.8,0.0577,68.9,34.0,4.0,Medium,27.37745847042084,0.40094390747781566,Medium
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-15,4,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,2,57,9,11,27.78202028742034,71.76249322936516,0.4764564904338492,0.3632,0.0,282.0,647.0,0.4359,1.7434,267.3,314.9745198049597,89.2,0.1074,56.5,51.5,5.66,High,39.22087720098491,0.701001131489956,High
20040112_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-01-12,2004-01-16,5,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,34,5,21,27.993003079121067,79.2197846849741,1.750445553165239,0.4334,1.0,316.0,681.0,0.464,1.8561,139.5,271.1058898537198,52.0,0.0957,65.0,35.0,6.13,High,35.9368763740032,0.6152974295580517,High
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-01,1,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,6,1,221,27.997461580771866,86.99439349678767,2.020353954330396,0.4958,16.0,22.0,338.0,0.0651,0.2604,223.1,229.1220630427174,29.7,0.0553,74.2,18.9,1.5,Low,10.847987232300715,0.1533270493379863,Low
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-01,1,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,16,2,177,27.90530195634589,88.868222392423,0.9471343285489214,0.5062,0.0,38.0,354.0,0.1073,0.4294,231.5,229.71654728203805,64.2,0.0713,69.3,31.7,2.01,Low,15.748229461453345,0.157915833570916,Low
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-01,1,Galle,Galle International Stadium,WPUJC Vaas,16.0,3,16,2,69,27.4065455097102,88.45012335469087,1.736809834060541,0.4779,0.0,16.0,332.0,0.0482,0.1928,111.2,231.12941739028983,40.3,0.0446,67.4,20.6,1.98,Low,17.482094158719846,0.21749737593965573,Low
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-01,1,Galle,Galle International Stadium,WPUJC Vaas,16.0,4,6,1,221,27.997461580771866,86.99439349678767,2.020353954330396,0.4958,0.0,44.0,360.0,0.1222,0.4889,223.1,228.06241046152851,37.5,0.0661,67.8,22.8,2.0,Low,18.755639486562057,0.2302204566671854,Low
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-02,2,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,37,6,126,26.209907479547265,84.5512664044407,2.077579416795904,0.3869,1.0,134.0,450.0,0.2978,1.1911,314.0,296.6726058846098,76.2,0.11,62.4,46.5,1.39,Low,18.916628864645784,0.27853469705202116,Low
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-02,2,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,53,8,162,25.916161660504624,80.75109617858965,3.540133141533757,0.3418,0.0,97.0,413.0,0.2349,0.9395,479.4,290.89680784614643,73.6,0.1392,62.0,49.7,1.84,Low,27.125663091581778,0.2824607306996302,Low
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-03,3,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,69,11,84,26.110312038180457,87.94317400652854,3.13241167241344,0.4091,1.0,203.0,519.0,0.3911,1.5645,503.3,348.32945441345737,85.7,0.1246,63.4,55.7,3.91,Medium,26.033039275765773,0.4182236710806155,Medium
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-03,3,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,6,1,380,29.08623153430469,73.6359360079669,0.3484627215871275,0.4434,0.0,209.0,525.0,0.3981,1.5924,368.4,353.34709081009305,43.9,0.0619,70.8,34.0,3.94,Medium,20.838570212197126,0.4013906703295297,Medium
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-04,4,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,41,6,0,27.60608420758457,89.05939486512975,40.82374688822251,0.4928,1.0,250.0,566.0,0.4417,1.7668,145.3,301.3353181075698,67.9,0.0987,65.8,42.7,5.79,High,27.173442905286407,0.5546122724671236,Medium
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-04,4,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,6,1,164,28.671341505170624,85.94266475978638,3.973535324115935,0.5211,0.0,256.0,572.0,0.4476,1.7902,170.4,268.60148858067737,36.8,0.062,65.8,25.2,5.82,High,35.58365046029444,0.6584601033580826,High
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-04,4,Galle,Galle International Stadium,WPUJC Vaas,16.0,3,58,9,374,28.62892319283205,84.48642036606958,7.67651558403642,0.5073,0.0,314.0,630.0,0.4984,1.9937,931.5,434.326116435508,100.1,0.1256,54.2,67.1,6.21,High,34.03489819819859,0.6752244815601492,High
20040201_GalleInternational_Galle_WPUJCVaas,2004-02-01,2004-02-05,5,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,33,5,0,27.58122596308425,84.55091251077938,2.7396560564350816,0.4555,1.0,347.0,663.0,0.5234,2.0935,109.7,353.169587326631,56.3,0.096,68.1,42.9,8.16,High,35.76717986893659,0.5541279726867765,Medium
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-20,1,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,6,1,40,26.402372726922756,86.2296435066886,41.10674662556178,0.41,15.0,6.0,353.0,0.017,0.068,73.9,283.3521904949733,33.3,0.0557,68.0,24.3,1.41,Low,0.0,0.08272201090024964,Low
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-20,1,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,26,4,341,28.74738665299075,85.74509475055886,9.044960770371867,0.5233,0.0,32.0,379.0,0.0844,0.3377,517.1,341.78914287123,56.1,0.0934,61.7,41.6,2.02,Low,22.557652523282155,0.15095301981147377,Low
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-21,2,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,51,8,119,26.72438919312575,89.28233601666162,40.74315132470487,0.4505,1.0,83.0,430.0,0.193,0.7721,410.5,358.96685715342244,90.5,0.1037,61.8,54.8,1.95,Low,28.60962393071539,0.26204389192790073,Low
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-22,3,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,10,1,252,27.41727371277014,82.05342393771393,3.4240995811222867,0.4273,1.0,133.0,480.0,0.2771,1.1083,265.7,300.14385714880007,30.9,0.069,65.6,27.0,1.43,Low,19.87591127317258,0.23970713864356505,Low
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-22,3,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,40,6,18,27.733753476649973,84.43000480797261,0.0,0.4621,0.0,173.0,520.0,0.3327,1.3308,169.6,267.50789286160006,73.1,0.0872,61.8,39.8,2.26,Low,25.06498984808588,0.30170567036682583,Medium
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-22,3,Galle,Galle International Stadium,WPUJC Vaas,16.0,3,40,6,18,27.733753476649973,84.43000480797261,0.0,0.4621,0.0,123.0,470.0,0.2617,1.0468,169.6,311.6251428650668,69.7,0.0885,64.8,42.5,1.46,Low,30.92663284612908,0.3896154781622231,Medium
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-24,5,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,6,1,72,25.11585177531458,87.14822072462556,0.2391688609775243,0.353,2.0,186.0,533.0,0.349,1.3959,80.2,219.47943973465,41.7,0.0401,73.6,19.4,1.15,Low,18.421181997346324,0.41998466053703126,Medium
20040220_GalleInternational_Galle_WPUJCVaas,2004-02-20,2004-02-24,5,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,7,1,259,27.889993172504912,82.71902411456027,3.151846011737,0.4563,0.0,180.0,527.0,0.3416,1.3662,261.1,265.9059196462,33.3,0.0797,72.4,26.6,2.26,Low,31.735091645375057,0.42538915597646654,Medium
20040321_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-03-21,2004-03-22,2,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,1,56,9,23,27.59378174311264,80.426228138513,0.0,0.4231,27.0,56.0,69.0,0.8116,3.2464,289.3,236.93457980098756,76.0,0.1344,62.4,45.4,5.42,High,29.724330892913162,0.741157606074631,High
20040321_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-03-21,2004-03-25,5,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,1,6,1,0,28.514565502855053,77.86545595931563,0.0,0.4487,3.0,62.0,62.0,1.0,4.0,74.5,196.32593485074065,47.2,0.0639,70.7,22.8,4.95,High,31.34926648185392,0.9303312112317532,High
20040402_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-02,2004-04-04,3,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,1,28,4,46,28.359042828787526,81.12741794447167,0.0,0.467,10.0,28.0,90.0,0.3111,1.2444,142.3,182.8194511380555,47.9,0.0763,65.3,23.8,2.27,Low,16.572407752612147,0.250767011759923,Low
20040402_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-02,2004-04-04,3,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,2,52,8,106,27.992046771193024,83.57668948483763,3.091680790350991,0.4682,0.0,80.0,142.0,0.5634,2.2535,394.3,235.68958835354164,86.3,0.1393,57.1,49.1,5.97,High,29.846368059984137,0.5655828142417059,Medium
20040402_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-02,2004-04-04,3,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,3,31,5,129,27.25626502754358,78.7178494933191,2.4084228045610088,0.3926,0.0,111.0,173.0,0.6416,2.5665,275.9,245.7421912651562,66.8,0.1001,63.0,38.1,5.89,High,31.53845505290113,0.6707815146686675,High
20040402_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-02,2004-04-05,4,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,1,27,4,191,28.551140792898597,72.68524510510983,1.885005603920897,0.409,1.0,138.0,200.0,0.69,2.76,321.5,264.68164344886713,52.8,0.1052,65.5,36.2,5.41,High,38.92213739966401,0.762358721040906,High
20040402_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-02,2004-04-06,5,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,1,35,5,26,30.07975648073627,80.35949151702197,0.0,0.5469,1.0,173.0,235.0,0.7362,2.9447,151.9,236.48623258665037,63.3,0.0922,65.2,35.1,5.55,High,36.94392534701741,0.8694814775113202,High
20040402_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-02,2004-04-06,5,Colombo,"Sinhalese Sports Club, Colombo",WPUJC Vaas,16.0,2,40,6,59,28.276870274186088,78.9550422067544,0.0,0.4455,0.0,213.0,275.0,0.7745,3.0982,229.7,234.78967443998775,63.6,0.1115,56.6,38.0,5.95,High,45.995581982768094,0.9082193702035679,High
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-14,1,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,1,29,4,159,26.183013027143343,75.90454155918428,0.0,0.3164,8.0,29.0,304.0,0.0954,0.3816,282.2,246.6422558299909,48.1,0.0875,64.1,30.7,1.32,Low,5.428659250338913,0.05256391526789097,Low
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-14,1,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,2,29,4,159,26.183013027143343,75.90454155918428,0.0,0.3164,0.0,58.0,333.0,0.1742,0.6967,282.2,255.53169187249316,55.2,0.0819,70.1,32.7,1.82,Low,29.12203278133341,0.2372254072751189,Low
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-15,2,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,1,14,2,386,27.334474188500504,74.16428573321588,1.3902286143874374,0.36,1.0,72.0,347.0,0.2075,0.83,434.7,300.32376890436984,66.8,0.0669,66.6,37.4,1.86,Low,20.594377881610864,0.19934257261451127,Low
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-16,3,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,1,57,9,354,28.717779724404547,79.38561224602691,8.04961548655097,0.471,1.0,153.0,428.0,0.3575,1.4299,880.2,404.466277506531,76.8,0.1105,54.3,55.4,2.27,Low,26.753805149128347,0.32311502306199824,Medium
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-16,3,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,2,12,2,138,27.6091006256542,86.73081760533925,1.7372064107861167,0.4743,0.0,96.0,371.0,0.2588,1.035,175.9,245.88837000870805,43.9,0.0616,76.8,25.4,1.97,Low,26.560365551990685,0.14312734221162218,Low
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-16,3,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,3,12,2,138,27.6091006256542,86.73081760533925,1.7372064107861167,0.4743,0.0,84.0,359.0,0.234,0.9359,175.9,269.2178266782774,28.8,0.0426,69.7,19.9,1.97,Low,14.416269070631557,0.1665212537053748,Low
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-17,4,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,1,46,7,420,29.62122162441172,89.14902619476976,1.0229941543597896,0.5943,1.0,199.0,474.0,0.4198,1.6793,868.2,520.3997081298983,91.1,0.1242,59.1,71.0,4.09,Medium,35.99391923321712,0.5783302102721101,Medium
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-18,5,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,1,16,2,50,26.98532652238572,81.60838611488914,0.0,0.4021,1.0,215.0,490.0,0.4388,1.7551,88.7,412.4747810974237,30.6,0.0619,71.5,34.8,3.9,Medium,25.906840709586316,0.429509630469478,Medium
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-18,5,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,2,10,1,389,28.225895303738284,77.56139198161425,1.6278072392654352,0.4318,0.0,225.0,500.0,0.45,1.8,402.0,409.8560858230678,59.2,0.0825,65.2,46.3,3.93,Medium,33.19850883724827,0.5154530675068948,Medium
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-18,5,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,3,16,2,50,26.98532652238572,81.60838611488914,0.0,0.4021,0.0,241.0,516.0,0.4671,1.8682,88.7,329.5670643673009,42.2,0.0496,68.0,29.8,5.7,High,38.435835658852675,0.6023144128514996,High
20040414_RPremadasaStadium_Colombo_WPUJCVaas,2004-04-14,2004-04-18,5,Colombo,R.Premadasa Stadium,WPUJC Vaas,16.0,4,10,1,389,28.225895303738284,77.56139198161425,1.6278072392654352,0.4318,0.0,251.0,526.0,0.4772,1.9087,402.0,347.67529827547565,51.0,0.0937,72.6,40.5,5.73,High,37.80662034310518,0.6500397028144992,High
20040422_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-22,2004-04-24,3,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,42,7,36,29.33616625940284,77.8129698747992,0.0,0.4893,6.0,94.0,506.0,0.1858,0.7431,226.3,317.33147370660674,75.8,0.1154,66.9,48.9,1.49,Low,17.399010468037133,0.18421491441900906,Low
20040422_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-22,2004-04-24,3,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,2,27,4,26,29.03904780105509,78.92878568611097,0.0,0.4834,0.0,121.0,533.0,0.227,0.9081,115.4,266.84860527995505,50.1,0.0712,70.6,30.4,1.98,Low,21.370983944355604,0.32897157955291634,Medium
20040422_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-22,2004-04-25,4,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,13,2,2,28.92879003754919,77.0005938172883,0.8291925161984982,0.4624,1.0,82.0,546.0,0.1502,0.6007,83.9,221.11145395996627,19.3,0.0653,72.7,16.6,1.96,Low,15.992933436955939,0.17994032655199493,Low
20040422_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-22,2004-04-25,4,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,2,21,3,55,28.50950818534976,74.76453205687137,2.7962985185211515,0.4236,0.0,103.0,567.0,0.1817,0.7266,120.3,195.90859046997468,50.3,0.0691,66.5,24.5,1.92,Low,21.319673978167895,0.23672823221991154,Low
20040422_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-22,2004-04-25,4,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,3,8,1,194,26.638020559536788,83.95154817983631,0.6732015851374822,0.4035,0.0,111.0,575.0,0.193,0.7722,200.4,197.031442852481,37.4,0.0557,74.3,18.7,1.9,Low,22.98012979366599,0.21122143046685635,Low
20040422_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-22,2004-04-26,5,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,1,25,4,8,27.99560072862086,76.55517951059313,4.245061485989004,0.4122,1.0,136.0,600.0,0.2267,0.9067,98.4,172.37358213936076,41.0,0.0703,66.7,20.0,1.41,Low,29.627633858852906,0.3218308259344856,Medium
20040422_SinhaleseSportsClu_Colombo_WPUJCVaas,2004-04-22,2004-04-26,5,Colombo,Sinhalese Sports Club,WPUJC Vaas,16.0,2,16,2,0,28.15131954169957,85.20082735530298,16.528227319728927,0.4892,0.0,152.0,616.0,0.2468,0.987,88.3,151.35518660452055,25.7,0.0347,71.2,8.3,1.49,Low,27.98090831618928,0.42567807435105975,Medium
20040502_GalleInternational_Galle_WPUJCVaas,2004-05-02,2004-05-04,3,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,21,3,180,27.93061113435981,82.2233957791445,7.981365931014643,0.4543,8.0,65.0,468.0,0.1389,0.5556,268.2,301.8497924650428,43.1,0.0674,62.2,30.5,1.45,Low,14.308175886263335,0.12818286271563936,Low
20040502_GalleInternational_Galle_WPUJCVaas,2004-05-02,2004-05-04,3,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,44,7,409,26.930269956243627,82.15431564377053,4.303842090376847,0.4037,0.0,44.0,447.0,0.0984,0.3937,798.2,313.0663899533904,93.4,0.1083,53.4,52.7,1.9,Low,25.135365739348973,0.2633813379605749,Low
20040502_GalleInternational_Galle_WPUJCVaas,2004-05-02,2004-05-05,4,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,31,5,29,28.579937610198527,87.42251362988229,40.84664126988647,0.5284,1.0,96.0,499.0,0.1924,0.7695,148.3,263.4623443487821,44.0,0.09,67.6,31.2,2.03,Low,18.31097508577783,0.25307697932526435,Low
20040502_GalleInternational_Galle_WPUJCVaas,2004-05-02,2004-05-06,5,Galle,Galle International Stadium,WPUJC Vaas,16.0,1,41,6,420,27.107286898988196,73.86487262405846,2.418668343762699,0.3463,1.0,137.0,540.0,0.2537,1.0148,755.7,386.52175826158657,72.7,0.1448,57.7,57.9,1.35,Low,27.170427591576992,0.4385193504899297,Medium
20040502_GalleInternational_Galle_WPUJCVaas,2004-05-02,2004-05-06,5,Galle,Galle International Stadium,WPUJC Vaas,16.0,2,7,1,7,27.906018207892146,76.61197127123783,0.2272293013207278,0.4082,0.0,144.0,547.0,0.2633,1.053,75.1,308.66631869618993,27.2,0.0514,66.1,23.9,1.41,Low,33.738451778612756,0.4384495460621553,Medium
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-14,1,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,1,35,5,282,28.80863543119426,74.92323265153546,8.03112969970553,0.4398,8.0,35.0,429.0,0.0816,0.3263,506.4,358.09973902214244,72.1,0.1156,63.5,51.0,1.44,Low,23.026894537433662,0.16245810276169378,Low
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-14,1,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,2,54,9,33,27.949662997489654,78.63672362759189,0.0,0.4266,0.0,89.0,483.0,0.1843,0.7371,301.2,343.8748042666069,77.4,0.1085,68.1,50.4,1.93,Low,25.07978464827689,0.27939187037920016,Low
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-14,1,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,3,54,9,33,27.949662997489654,78.63672362759189,0.0,0.4266,0.0,143.0,537.0,0.2663,1.0652,301.2,333.2061031999552,88.4,0.1179,65.8,54.3,1.43,Low,34.42843779989178,0.43393001864924685,Medium
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-15,2,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,1,25,4,152,27.694874804376084,82.69510741652266,1.410464251249813,0.4463,1.0,168.0,516.0,0.3256,1.3023,267.6,316.80457739996643,69.7,0.0811,65.5,41.8,2.25,Low,27.271085906891766,0.29637501889753404,Low
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-16,3,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,1,28,4,333,29.168793625806053,73.44893355710649,3.071188961034831,0.446,1.0,196.0,492.0,0.3984,1.5935,511.1,365.3784330499748,60.2,0.0918,62.3,44.4,3.95,Medium,33.09507455205171,0.4002681392057594,Medium
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-16,3,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,2,40,6,38,28.54438935799424,77.36856200134623,1.3547072119608443,0.4462,0.0,236.0,532.0,0.4436,1.7744,198.6,323.6838247874811,60.9,0.107,66.9,43.6,5.75,High,32.083821100998925,0.5382056831644191,Medium
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-16,3,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,3,32,5,33,27.292586801207385,82.757507588607,5.126131047784456,0.4267,0.0,268.0,564.0,0.4752,1.9007,152.1,280.7878685906108,66.9,0.087,69.8,39.0,5.73,High,32.17440798893151,0.5257921114396785,Medium
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-17,4,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,1,13,2,22,26.91276491454716,76.18422014582832,1.7409331330030997,0.3551,1.0,281.0,577.0,0.487,1.948,81.8,231.0409014429581,55.4,0.0331,70.1,23.4,5.66,High,33.3084959402165,0.4496464919261304,Medium
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-18,5,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,1,58,9,352,28.637938289325387,82.86727399548421,0.0,0.4948,1.0,389.0,685.0,0.5679,2.2715,889.4,433.3667570616639,99.3,0.1433,58.4,69.4,8.19,High,43.123763854005844,0.774851898508705,High
20040514_PSaravanamuttuStad_Colombo_WPUJCVaas,2004-05-14,2004-05-18,5,Colombo,P Saravanamuttu Stadium,WPUJC Vaas,16.0,2,7,1,106,28.792079237539383,77.29417128357593,7.985340675580253,0.458,0.0,396.0,692.0,0.5723,2.289,115.9,354.00006779624795,40.2,0.0666,71.4,33.7,8.16,High,41.7121299274082,0.7089950811144228,High
